name,technology,bidding_EOM,bidding_CRM_pos,bidding_CRM_neg,fuel_type,emission_factor,max_power,min_power,efficiency,ramp_up,ramp_down,additional_cost,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time,heat_extraction,max_heat_extraction,unit_operator
Simhapuri Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Simhapuri TPS
Singareni TPP Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Singareni TPP
Singareni TPP Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Singareni TPP
Singhitarai TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Singhitarai TPP
Singrauli Super Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Singrauli STPS
Singrauli Super Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Singrauli STPS
Singrauli Super Thermal Power Station Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Singrauli STPS
Singrauli Super Thermal Power Station Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Singrauli STPS
Singrauli Super Thermal Power Station Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Singrauli STPS
Singrauli Super Thermal Power Station Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Singrauli STPS
Singrauli Super Thermal Power Station Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Singrauli STPS
Sipat Super Thermal Power Station (STPS) Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sipat STPS
Sipat Super Thermal Power Station (STPS) Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sipat STPS
Sipat Super Thermal Power Station (STPS) Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sipat STPS
Sipat Super Thermal Power Station (STPS) Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Sipat STPS
Sipat Super Thermal Power Station (STPS) Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Sipat STPS
Solapur Super critical Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Solapur Super critical Thermal Power Plant
Solapur Super critical Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Solapur Super critical Thermal Power Plant
Southern Generating Power Station (Southern Repl. TPS) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,67.5,27,0.4,,,,,,,,,,,Southern Generating Power Station (Southern Repl. TPS)
Southern Generating Power Station (Southern Repl. TPS) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,67.5,27,0.4,,,,,,,,,,,Southern Generating Power Station (Southern Repl. TPS)
Sterlite (Jharsuguda)/ Vedanta Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Sterlite (Jharsuguda)/ Vedanta Thermal Power Plant
Super Critical Buxar Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Super Critical Buxar Thermal Power Plant
Surat (Lignite)Thermal Power Station/ Surat Lig. Power Plant (SLPP Station -I) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,125,50,0.4,,,,,,,,,,,Surat (Lignite) TPS
Surat (Lignite)Thermal Power Station/ Surat Lig. Power Plant (SLPP Station -I) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,125,50,0.4,,,,,,,,,,,Surat (Lignite) TPS
Surat (Lignite)Thermal Power Station/ Surat Lig. Power Plant (SLPP Station -II) Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,125,50,0.4,,,,,,,,,,,Surat (Lignite) TPS
Surat (Lignite)Thermal Power Station/ Surat Lig. Power Plant (SLPP Station -II) Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,125,50,0.4,,,,,,,,,,,Surat (Lignite) TPS
Suratgarh Super Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage IV Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage IV Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Suratgarh STPS
Suratgarh Super Thermal Power Station Stage V Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Suratgarh STPS
TCP Limited Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,63.5,25.4,0.4,,,,,,,,,,,TCP Limited
Kaniha Talcher Super Thermal Power Plant (TALCHER STPS) Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Talcher or Kaniha Talcher STPS
Kaniha Talcher Super Thermal Power Plant (TALCHER STPS) Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Talcher or Kaniha Talcher STPS
Kaniha Talcher Super Thermal Power Plant (TALCHER STPS) Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Talcher or Kaniha Talcher STPS
Kaniha Talcher Super Thermal Power Plant (TALCHER STPS) Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Talcher or Kaniha Talcher STPS
Kaniha Talcher Super Thermal Power Plant (TALCHER STPS) Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Talcher or Kaniha Talcher STPS
Kaniha Talcher Super Thermal Power Plant (TALCHER STPS) Stage II Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Talcher or Kaniha Talcher STPS
Talwandi Sabo Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Talwandi Sabo TPP
Talwandi Sabo Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Talwandi Sabo TPP
Talwandi Sabo Thermal Power Plant Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Talwandi Sabo TPP
Tamnar TPP/ Jindal Power Ltd. STPPS II Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Tamnar TPP
Tamnar TPP/ Jindal Power Ltd. STPPS II Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Tamnar TPP
Tamnar TPP/ Jindal Power Ltd. STPPS II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Tamnar TPP
Tamnar TPP/ Jindal Power Ltd. STPPS II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Tamnar TPP
Tanda Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,110,44,0.4,,,,,,,,,,,Tanda TPS
Tanda Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,110,44,0.4,,,,,,,,,,,Tanda TPS
Tanda Thermal Power Station Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,110,44,0.4,,,,,,,,,,,Tanda TPS
Tanda Thermal Power Station Stage I Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,110,44,0.4,,,,,,,,,,,Tanda TPS
Tanda Thermal Power Station Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tanda TPS
Tanda Thermal Power Station Stage II Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tanda TPS
Tenughat Thermal Power Station (TTPS) Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tenughat TPS
Tenughat Thermal Power Station (TTPS) Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tenughat TPS
Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd
Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd
Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,350,140,0.4,,,,,,,,,,,Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd
Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,350,140,0.4,,,,,,,,,,,Thamminapatnam Thermal Power Station/ Meenakshi Energy Ltd
Thermal Powertech Corporation Ltd/ Painampuram/Muthukur Mandal Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Thermal Powertech Corporation Ltd/ Painampuram/Muthukur Mandal
Thermal Powertech Corporation Ltd/ Painampuram/Muthukur Mandal Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Thermal Powertech Corporation Ltd/ Painampuram/Muthukur Mandal
Tirora Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tirora TPS
Tirora Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tirora TPS
Tirora Thermal Power Station Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tirora TPS
Tirora Thermal Power Station Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tirora TPS
Tirora Thermal Power Station Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Tirora TPS
Torangallu Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,130,52,0.4,,,,,,,,,,,Torangallu TPS SBU
Torangallu Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,130,52,0.4,,,,,,,,,,,Torangallu TPS SBU
Torangallu Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Torangallu TPS SBU
Torangallu Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Torangallu TPS SBU
Trombay Thermal Power Station Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Trombay TPS
Trombay Thermal Power Station Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Trombay TPS
Tuticorin Thermal power plant (TPP) (Tuticorin (P)) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Tuticorin (P) TPP
Tuticorin Thermal power plant (TPP) (Tuticorin (P)) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Tuticorin (P) TPP
Tuticorin Joint Venture Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Tuticorin Joint Venture
Tuticorin Joint Venture Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Tuticorin Joint Venture
Tuticorin Thermal Power Station (TPS) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tuticorin TPS
Tuticorin Thermal Power Station (TPS) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tuticorin TPS
Tuticorin Thermal Power Station (TPS) Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tuticorin TPS
Tuticorin Thermal Power Station (TPS) Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tuticorin TPS
Tuticorin Thermal Power Station (TPS) Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Tuticorin TPS
Tuticorin Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,525,210,0.4,,,,,,,,,,,Tuticorin Thermal Power Plant
Uchpinda TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,360,144,0.4,,,,,,,,,,,Uchpinda TPP
Uchpinda TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,360,144,0.4,,,,,,,,,,,Uchpinda TPP
Uchpinda TPP Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,360,144,0.4,,,,,,,,,,,Uchpinda TPP
Uchpinda TPP Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,360,144,0.4,,,,,,,,,,,Uchpinda TPP
Udupi TPP/Udupi Power Corporation Ltd. Phase I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Udupi TPP
Udupi TPP/Udupi Power Corporation Ltd. Phase I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Udupi TPP
Ukai Thermal Power Station/ UKAI Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Ukai TPS
Ukai Thermal Power Station/ UKAI Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Ukai TPS
Ukai Thermal Power Station/ UKAI Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Ukai TPS
Ukai Thermal Power Station/ UKAI Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Ukai TPS
Unchahar or Feroz Gandhi Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Unchahar or Feroz Gandhi TPS
Unchahar or Feroz Gandhi Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Unchahar or Feroz Gandhi TPS
Unchahar or Feroz Gandhi Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Unchahar or Feroz Gandhi TPS
Unchahar or Feroz Gandhi Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Unchahar or Feroz Gandhi TPS
Unchahar or Feroz Gandhi Thermal Power Station Stage III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Unchahar or Feroz Gandhi TPS
Unchahar or Feroz Gandhi Thermal Power Station Stage IV Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Unchahar or Feroz Gandhi TPS
Utraula TPS Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,45,18,0.4,,,,,,,,,,,Utraula TPS
Utraula TPS Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,45,18,0.4,,,,,,,,,,,Utraula TPS
Vallur Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vallur TPP
Vallur Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vallur TPP
Vallur Thermal Power Plant Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vallur TPP
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Stage III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Stage III Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr. Narla Tata Rao Thermal Power Station Sateg IV Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vijayawada or Dr.Narla Tata Rao Thermal Power Station Stage V Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Vijayawada or Dr. Narla Tata Rao TPS
Vindhyachal STPS Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage I Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage I Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage I Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage II Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage II Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage III Unit 9,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage III Unit 10,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage IV Unit 11,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage IV Unit 12,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vindhyachal STPS Stage V Unit 13,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Vindhyachal STPS
Vizag Tpp or Hinduja Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,520,208,0.4,,,,,,,,,,,Vizag or Hinduja Power TPP
Vizag Tpp or Hinduja Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,520,208,0.4,,,,,,,,,,,Vizag or Hinduja Power TPP
Wanakbori Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Wanakbori TPS
Wanakbori Thermal Power Station Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Wanakbori TPS
Wardha Warora TPP Phase I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,135,54,0.4,,,,,,,,,,,Wardha Warora TPP
Wardha Warora TPP Phase I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,135,54,0.4,,,,,,,,,,,Wardha Warora TPP
Wardha Warora TPP Phase II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,135,54,0.4,,,,,,,,,,,Wardha Warora TPP
Wardha Warora TPP Phase II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,135,54,0.4,,,,,,,,,,,Wardha Warora TPP
Yadadri Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Yadadri Thermal Power Station
Yadadri Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Yadadri Thermal Power Station
Yadadri Thermal Power Station Stage I Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Yadadri Thermal Power Station
Yamuna Nagar Thermal Power Station or Deenbandhu Chotu Ram Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Yamuna Nagar or Deenbandhu Chotu Ram TPS
Yamuna Nagar Thermal Power Station or Deenbandhu Chotu Ram Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Yamuna Nagar or Deenbandhu Chotu Ram TPS
Yermarus TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Yermarus TPP
Yermarus TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Yermarus TPP
Agartala Gas Turbine Power Station,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,135,34.61538462,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,Agartala Gas Turbine Power Station
Anta Gas Combined Cycle Gas Turbine Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,419.33,107.5205128,0.43,,,,,,,,,,,Anta Gas Combined Cycle Gas Turbine Power Plant
Auraiya Combined Cycle Gas Turbine Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,663.36,170.0923077,0.43,,,,,,,,,,,Auraiya Combined Cycle Gas Turbine Power Plant
Baramura Gas Thermal Project,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,42,10.76923077,0.43,,,,,,,,,,,Baramura Gas Thermal Project
Basin Bridge Gas Turbine Power Station,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,120,30.76923077,0.43,,,,,,,,,,,Basin Bridge Gas Turbine Power Station
DGEN Mega Combined Cycle Gas Turbine Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,1200,307.6923077,0.43,,,,,,,,,,,DGEN Mega Combined Cycle Gas Turbine Power Plant
Dadri Combined Cycle Gas Turbine Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,829.78,212.7641026,0.43,,,,,,,,,,,Dadri Combined Cycle Gas Turbine Power Plant
Dholpur Combined Cycle Power Station,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,330,84.61538462,0.43,,,,,,,,,,,Dholpur Combined Cycle Power Station
Dhuvaran Gas Based Combined Cycle Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,594.72,152.4923077,0.43,,,,,,,,,,,Dhuvaran Gas Based Combined Cycle Power Plant
Essar Hazira Combined Cycle Gas Turbine Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,515,132.0512821,0.43,,,,,,,,,,,Essar Hazira Combined Cycle Gas Turbine Power Plant
Faridabad NTPC Gas Combined Cycle Gas Turbine Power Plant,combined cycle gas turbine,powerplant_energy_heuristic_flexable,,,natural gas,0.201,431.59,110.6641026,0.43,,,,,,,,,,,Faridabad NTPC Gas Combined Cycle Gas Turbine Power Plant
